adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/8aEe01VfGtYG2dFy9V5MqyyNPlh.jpg,"[53, 9648]",567,en,Rear Window,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,35.384,/ILVF0eJxHMddjxeQhswFtpMtqx.jpg,1954-08-01,Rear Window,False,8.4,6314
False,/aViJxMtIxoL3IkHCauYmFv0oCXh.jpg,"[80, 18, 53]",274,en,The Silence of the Lambs,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",18.454,/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,1991-02-14,The Silence of the Lambs,False,8.349,15908
False,/6qHI1IYj7QlLSCwHRzkL62X175s.jpg,[18],73,en,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",61.701,/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg,1998-07-01,American History X,False,8.347,11316
False,/gl0jzn4BupSbL2qMVeqrjKkF9Js.jpg,"[12, 14, 16]",128,ja,もののけ姫,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",85.561,/cMYCDADoLKLbB83g4WnJegaZimC.jpg,1997-07-12,Princess Mononoke,False,8.338,7773
False,/qknxyRgP6UTmwJ4B9tDAmzHMq7u.jpg,"[10749, 16, 14]",92321,ja,蛍火の杜へ,"One hot summer day a little girl gets lost in an enchanted forest of the mountain god where spirits reside. A young boy appears before her, but she cannot touch him for fear of making him disappear. And so a wondrous adventure awaits...",0.042,/mDqzHV8UXWWNpZkoAbKmKX1ZxEE.jpg,2011-09-17,Hotarubi no Mori e,False,8.326,1083
False,/c8Pi8F1FzpNebtgXcSjC9nWCdSW.jpg,"[35, 10752]",914,en,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,56.892,/1QpO9wo7JWecZ4NiBuu625FiY1j.jpg,1940-10-15,The Great Dictator,False,8.321,3266
False,/1fOsyhVz5qyX2rl1qqX6KImVhTx.jpg,"[18, 35]",644479,es,Dedicada A Mi Ex,"The film tells the story of Ariel, a 21-year-old who decides to form a rock band to compete for a prize of ten thousand dollars in a musical band contest, this as a last option when trying to get money to save their relationship and reunite with his ex-girlfriend, which breaks due to the trip she must make to Finland for an internship. Ariel with her friend Ortega, decides to make a casting to find the other members of the band, although they do not know nothing about music, thus forming a band with members that have diverse and opposite personalities.",19.41,/xc4bTXVwYNXi10jG9dwcaYt5IpU.jpg,2019-11-01,Dedicated to my ex,False,8.319,497
False,/gSCT6oP2Sbm71naW28Lh7afcMgY.jpg,"[18, 80, 9648]",12493,ja,天国と地獄,"In the midst of an attempt to take over his company, a powerhouse executive is hit with a huge ransom demand when his servants son is kidnapped",34.248,/tgNjemQPG96uIezpiUiXFcer5ga.jpg,1963-03-01,High and Low,False,8.319,849
False,/hxSB02ksqnkXY4hPGAXqgO2fL01.jpg,"[12, 35, 878]",105,en,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",134.246,/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg,1985-07-03,Back to the Future,False,8.318,19477
False,/jBIMZ0AlUYuFNsKbd4L6FojWMoy.jpg,"[16, 35, 10749]",820067,ja,映画 五等分の花嫁,"When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what’s next. Is there a future with one of them and Futaro?",54.726,/sg7klpt1xwK1IJirBI9EHaqQwJ5.jpg,2022-05-20,The Quintessential Quintuplets Movie,False,8.3,365
